Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
Laptop Apple MacBook Pro M1 2020 16GB/512GB (Z11C),,MacBook,Apple M1,16,13.3,Card tích hợp - 8 nhân GPU,SSD,512 GB SSD,Mac OS,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-pro-2020-z11c
Laptop Apple MacBook Pro 13 inch M2 2022 16GB/256GB/10-core GPU (Z16R0003V),41990000,MacBook,Apple M1,16,13.3,Card tích hợp - 10 nhân GPU,SSD,256 GB SSD,Mac OS,1.4,,6/2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-pro-m2-2022-16gb-256gb
Laptop Asus TUF Gaming FX517ZR i7 12650H/8GB/512GB/8GB RTX3070/144Hz/Win11 (HN086W),37890000,Asus,Apple M1,8,15.6,"Card rời - NVIDIA GeForce RTX 3070, 8 GB",SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517z-i7-hn086w
Laptop Dell XPS 13 9310 i5 1135G7/8GB/512GB/Cáp/Office H&S/Win11 (70273578),37790000,Dell,Intel Core i5 Tiger Lake,8,13.4,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-xps-13-9310-i5-70273578
Laptop Asus TUF Gaming FX507ZM i7 12700H/16GB/512GB/6GB RTX3060/144Hz/Win11 (HN123W),41990000,Asus,Intel Core i5 Tiger Lake,16,15.6,"Card rời - NVIDIA GeForce RTX 3060, 6 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507z-i7-hn123w
Laptop Asus Zenbook 14X OLED Space Edition UX5401ZAS i7 12700H/16GB/1TB/Cáp/Túi/Win11 (KN070W),36490000,Asus,Intel Core i5 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,1 TB SSD M.2 PCIe,Windows 11 Home SL,1.4,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-14x-oled-space-edition-ux5401zas-i7-kn070w
Laptop Apple MacBook Air M1 2020 16GB/512GB/8-core GPU,39490000,MacBook,Apple M1,16,13.3,Card tích hợp - 8 nhân GPU,SSD,512 GB SSD,Mac OS,1.29,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-m1-2020-8-core-gpu
Laptop Apple MacBook Air M2 2022 16GB/256GB/8-core GPU (Z16000051),38990000,MacBook,Apple M1,16,13.6,Card tích hợp - 8 nhân GPU,SSD,256 GB SSD,Mac OS,1.24,,6/2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-m2-2022-16gb-256gb
Laptop Lenovo Yoga Slim 7 Carbon 13ITL5 i7 1165G7/16GB/1TB/Win11 (82EV00AWVN),34190000,Lenovo,Intel Core i7 Tiger Lake,16,13.3,Card tích hợp - Intel Iris Xe Graphics,SSD,1 TB SSD M.2 PCIe,Windows 11 Home SL,0.966,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn
Laptop Lenovo Yoga 7 14IAL7 i7 1260P/16GB/512GB/Touch/Pen/Win11 (82QE000QVN),33190000,Lenovo,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.42,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-7-14ial7-i7-82qe000qvn
Laptop Acer Nitro 5 Gaming AN515 45 R86D R7 5800H/8GB/512GB/6GB RTX3060/144Hz/Win11 (NH.QBCSV.005),32490000,Acer,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX 3060, 6 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",Windows 11 Home SL,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-45-r86d-r7-nhqbcsv005
Laptop HP Envy X360 13 bf0090TU i7 1250U/16GB/512GB/Touch/Pen/Win11 (76B13PA),32990000,HP,AMD Ryzen 7,16,13.3,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.34,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-envy-x360-13-bf0090tu-i7-76b13pa
Laptop Acer Nitro 5 Tiger AN515 58 773Y i7 12700H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001),31990000,Acer,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL,2.5,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001
Laptop Apple MacBook Pro M1 2020 8GB/512GB (MYD92SA/A),40190000,MacBook,Apple M1,8,13.3,Card tích hợp - 8 nhân GPU,SSD,512 GB SSD,Mac OS,1.4,,2020,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-pro-2020-myd92saa
Laptop Asus Vivobook Pro 15 OLED K6502Z i7 12650H/16GB/512GB/4GB RTX3050/Win11 (MA036W),31190000,Asus,Apple M1,16,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.8,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-oled-k6502z-i7-ma036w
Laptop Asus Zenbook 14X OLED Space Edition UX5401ZAS i5 12500H/16GB/512GB/Cáp/Túi/Win11 (KN130W),30990000,Asus,Apple M1,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.4,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-14x-oled-space-edition-ux5401zas-i5-kn130w
Laptop Intel NUC M15 Kit i7 1165G7/16GB/512GB/Touch/Win10 (BBC710BCUXBC1),30690000,Intel,Intel Core i7 Tiger Lake,16,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 10 Home,1.65,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/intel-nuc-m15-i7-bbc710bcuxbc1
Laptop Lenovo Legion 5 15IAH7 i5 12500H/8GB/512GB/4GB RTX3050Ti/165Hz/Win11 (82RC003WVN),30690000,Lenovo,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,2.35,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn
Laptop Lenovo Ideapad Gaming 3 15IAH7 i7 12700H/16GB/512GB/4GB RTX3050Ti/120Hz/Win11 (82S9007UVN),30490000,Lenovo,Intel Core i7 Tiger Lake,16,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.315,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 i7 11370H/16GB/512GB/OfficeHS/Win11 (82NH00ALVN),30190000,Lenovo,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.38,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-pro-14ihu5-i7-82nh00alvn
Laptop Lenovo Yoga 7 14IAL7 i5 1240P/16GB/512GB/Touch/Pen/Win11 (82QE000RVN),30190000,Lenovo,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.42,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn
Laptop Apple MacBook Air M2 2022 8GB/256GB/8-core GPU (MLXW3SA/A),32990000,MacBook,Intel Core i7 Tiger Lake,8,13.6,Card tích hợp - 8 nhân GPU,SSD,256 GB SSD,Mac OS,1.24,,6/2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/apple-macbook-air-m2-2022
Laptop Asus TUF Gaming FX517ZM i7 12650H/8GB/512GB/6GB RTX3060/144Hz/Win11 (HN480W),33990000,Asus,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX 3060, 6 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517z-i7-hn480w
Laptop Asus TUF Gaming FX506HM i7 11800H/8GB/512GB/6GB RTX3060/144Hz/Win11 (HN366W),29190000,Asus,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX 3060, 6 GB",SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,2.3,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx506hm-i7-hn366w
Laptop Asus TUF Gaming FX507ZE i7 12700H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN093W),33490000,Asus,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507z-i7-hn093w
Laptop HP Envy X360 13 bf0095TU i5 1230U/16GB/512GB/Touch/Pen/Win11 (76B15PA),29590000,HP,Intel Core i7 Tiger Lake,16,13.3,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.34,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-envy-x360-13-bf0095tu-i5-76b15pa
Laptop Asus Vivobook Pro 15 OLED K6502Z i5 12450H/16GB/512GB/4GB RTX3050/120Hz/Win11 (MA025W),28930000,Asus,Intel Core i7 Tiger Lake,16,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.8,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-pro-15-k6502z-i5-ma025w
Laptop Asus Zenbook 14 OLED UX3402ZA i7 1260P/16GB/512GB/Cáp/Win11 (KM221W),28890000,Asus,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.39,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-14-oled-ux3402za-i7-km221w
Laptop Asus TUF Gaming FX507ZC i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN124W),32490000,Asus,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,2.2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx507zc-i7-hn124w
Laptop Dell Inspiron 16 5620 i5 1240P/16GB/512GB/2GB MX570/OfficeHS/Win11 (N6I5003W1),28490000,Dell,Intel Core i7 Tiger Lake,16,16,"Card rời - NVIDIA Geforce MX570, 2 GB",SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL + Office Home & Student vĩnh viễn,1.97,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-16-5620-i5-n6i5003w1
Laptop Dell Gaming G15 5515 R7 5800H/8GB/512GB/4GB RTX3050/120Hz/Office H&S/Win11 (70266674),28390000,Dell,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,2.81,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-gaming-g15-5515-r7-70266674
Laptop Lenovo Yoga Slim 7 Carbon 13ITL5 i5 1135G7/16GB/512GB/Win11 (82EV00AVVN),28190000,Lenovo,Intel Core i5 Tiger Lake,16,13.3,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,0.966,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn
Laptop Lenovo Gaming Legion 5 15ACH6 R7 5800H/8GB/512GB/4GB RTX3050Ti/165Hz/Win11 (82JW00KMVN),28190000,Lenovo,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-gaming-legion-5-15ach6-r7-82jw00kmvn
Laptop Intel NUC M15 Kit i5 1135G7/16GB/512GB/Win10 (BBC510EAUXBC1),28090000,Intel,Intel Core i5 Tiger Lake,16,15.6,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 10 Home,1.65,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/intel-nuc-m15-i5-bbc510eauxbc1
Laptop Acer Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),27990000,Acer,Intel Core i5 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.5,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001
Laptop Lenovo Ideapad Gaming 3 15ARH7 R5 6600H/16GB/512GB/4GB RTX3050Ti/120Hz/Win11 (82SB007LVN),27990000,Lenovo,AMD Ryzen 5,16,15.6,"Card rời - NVIDIA GeForce RTX3050Ti, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.315,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-gaming-3-15arh7-r5-82sb007lvn
Laptop Dell Vostro 5620 i7 1260P/16GB/512GB/OfficeHS/Win11 (P117F001AGR),27990000,Dell,AMD Ryzen 5,16,16,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.91,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i7-p117f001agr
Laptop Asus ROG Strix Gaming G513R R7 6800H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN038W),27190000,Asus,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,2.1,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-rog-strix-gaming-g513r-r7-hn038w
Laptop Asus ZenBook UX425E i7 1165G7/16GB/512GB/Cáp/Túi/Win11 (KI843W),27190000,Asus,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,1.17,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-zenbook-ux425e-i7-ki843w
Laptop HP EliteBook 630 G9 i7 1255U/16GB/512GB/Win11 (6M146PA),27790000,HP,Intel Core i7 Tiger Lake,16,13.3,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.28,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-elitebook-630-g9-i7-6m146pa
Laptop Dell Vostro 5620 i5 1240P/8GB/512GB/2GB MX570/OfficeHS/Win11 (70296963),25490000,Dell,Intel Core i7 Tiger Lake,8,16,"Card rời - NVIDIA Geforce MX570, 2 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.97,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i5-70296963
Laptop HP Pavilion X360 14 ek0055TU i7 1255U/16GB/512GB/Touch/Pen/Win11 (6L293PA),25990000,HP,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.51,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0055tu-i7-6l293pa
Laptop Asus TUF Gaming FX517ZE i5 12450H/8GB/512GB/4GB RTX3050Ti/144Hz/Win11 (HN045W),29990000,Asus,Intel Core i7 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX 3050Ti, 4 GB",SSD,512 GB SSD NVMe PCIe,Windows 11 Home SL,2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w
Laptop HP Pavilion X360 14 ek0055TU i7 1255U/16GB/512GB/Touch/Pen/Win11 (6L293PA),25990000,HP,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.51,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-x360-14-ek0055tu-i7-6l293pa
Laptop Lenovo Ideapad 5 Pro 14IAP7 i7 1260P/16GB/512GB/Win11(82SH002SVN),25330000,Lenovo,Intel Core i7 Tiger Lake,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,1.42,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn
Laptop Asus TUF Gaming FA507RC R7 6800H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN051W),28490000,Asus,AMD Ryzen 7,8,15.6,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,2.2,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-tuf-gaming-fa507rc-r7-hn051w
Laptop LG gram 2022 i3 1220P/8GB/256GB/Win11 (14Z90Q-G.AJ32A5),25190000,LG,AMD Ryzen 7,8,14,Card tích hợp - Intel UHD Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,0.999,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/lg-gram-2022-i3-14z90qgaj32a5
Laptop Lenovo Gaming Legion 5 15ACH6 R5 5600H/8GB/512GB/4GB RTX3050/165Hz/Win11 (82JW00KLVN),25190000,Lenovo,AMD Ryzen 5,8,15.6,"Card rời - NVIDIA GeForce RTX3050, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,2.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/lenovo-gaming-legion-5-15ach6-r5-82jw00klvn
Laptop Acer Nitro 5 Gaming AN515 57 553E i5 11400H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QENSV.006),24990000,Acer,Intel Core i5 Tiger Lake,8,15.6,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))",Windows 11 Home SL,2.2,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-nitro-5-gaming-an515-57-553e-i5-nhqensv006
Laptop Dell Vostro 5620 i5 1240P/16GB/512GB/OfficeHS/Win11 (70282719),24990000,Dell,Intel Core i5 Tiger Lake,16,16,Card tích hợp - Intel Iris Xe Graphics,SSD,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))",Windows 11 Home SL + Office Home & Student vĩnh viễn,1.97,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-vostro-5620-i5-70282719
Laptop HP Envy x360 Convert 13 ay1056AU R7 5800U/8GB/256GB/Touch/Pen/Win11 (601Q8PA),24890000,HP,AMD Ryzen 7,8,13.3,Card tích hợp - AMD Radeon Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác dung lượng không giới hạn)",Windows 11 Home SL,1.3,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-envy-x360-convert-13-ay1056au-r7-601q8pa
Laptop Asus ExpertBook B5402CB i5 1240P/16GB/512GB/Win11 (KI0353W),24640000,Asus,AMD Ryzen 7,16,14,Card tích hợp - Intel Iris Xe Graphics,SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.25,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-expertbook-b5402cb-i5-ki0353w
