Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
"Laptop HP Envy 13 ba1536TU i5 1135G7/8GB/512GB/13.3""FHD/Win 11 (No.00795239)",21190000,HP,"Intel, Core i5, 1135G7",8,13.3,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.3 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-envy-13-ba1536tu-i5-1135g7?he-dieu-hanh=win-11
"Laptop Dell Vostro V5410 i5 11320H/8GB/512GB/14.0""FHD/Win 11+Office HS21 (No.00791065)",21090000,Dell,"Intel, Core i5, 11320H",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.442 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/dell-vostro-v5410-i5-11320h?he-dieu-hanh=win-11
HP Pavilion 14-dv2032TU i7 1255U/6K768PA (No.00825051),20990000,HP,"Intel, Core i7, 1255U",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.41 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2032tu-i7-1255u
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win 11 (No.00807493)",20990000,Asus,"Intel, Core i5, 11400H",8,15.6,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,SDD,512,Windows 11,2.3 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn144w-i5-11400h
"Laptop Asus TUF Gaming FX516PC - HN558W i5 11300H/8GB/512GB SSD/15.6""FHD/GeForce RTX3050 4GB/Win 11 (No.00813507)",20990000,Asus,"Intel, Core i5, 11300H",8,15.6,NVIDIA GeForce RTX 3050 4GB; Intel Iris Xe Graphics,SDD,512,Windows 11 Home,2 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx516pc-hn558w-i5-11300h
"Laptop HP Gaming Victus 16-e0175AX R5 5600H/8GB/512GB/16.1""FHD/NVIDIA GeForce RTX 3050 Ti 4GB/Win 11 (No.00799890)",20590000,HP,"AMD, Ryzen 5, 5600H",8,16.1,NVIDIA GeForce RTX 3050 Ti 4 GB,SDD,512,Windows 11 Home,2.46 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-16-e0175ax-r5-5600h-rtx-3050ti
"Laptop HP Envy 13 ba1537TU i5 1135G7/8GB/256GB/13.3""FHD/Win 11 (No.00798267)",20390000,HP,"Intel, Core i5, 1135G7",8,13.3,Intel Iris Xe Graphics,SDD,256,Windows 11 Home Single Language,1.23 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-envy-13-ba1537tu-i5-1135g7?he-dieu-hanh=win-11
"Laptop Dell Gaming G15 5515 R5 5600H/8GB/256GB/15.6""FHD/NVIDIA GeForce RTX 3050 4GB/Win11/Office HS21 (No.00808435)",19990000,Dell,"AMD, Ryzen 5, 5600H",8,15.6,NVIDIA GeForce RTX 3050 4GB,SDD,256,Windows 11 Home Single Language,2.81 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/dell-gaming-g15-5515-r5-5600h?ssd=256gb
"Laptop HP Pavilion X360 14 ek0057TU i5 1235U/8GD/512GB/14.0""FHDT/Bút/Win 11 (No.00820903)",19990000,HP,"Intel, Core i5, 1235U",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.543 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-x360-14-ek0057tu-i5-1235u
"Laptop HP Pavilion 15 eg2036TX i5 1235U/8GB/512GB/15.6""FHD/GeForce MX550 2GB/Win 11 (No.00825869)",19590000,HP,"Intel, Core i5, 1235U",8,15.6,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.733 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2036tx-i5-1235u
"Laptop HP 15s-fq5104TU i7-1255U/8GB/512GB/15.6""HD/Win 11 (No.00820896)",18890000,HP,"Intel, Core i7, 1255U",8,15.6,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.69 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5104tu-i7-1255u
"Laptop HP Pavilion 14 dv2033TU i5 1235U/8GB/512GB/14""FHD/Win 11 (No.00820892)",17990000,HP,"Intel, Core i5, 1235U",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.41 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2033tu-i5-1235u
"Laptop Asus Vivobook A1503ZA-L1139W i5 12500H/8GB/512GB/15.6""FHD/Win 11 (No.00825034)",17990000,Asus,"Intel, Core i5, 12500H",8,15.6,Intel UHD Graphics,SDD,512,Windows 11 Home,1.7 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a1503za-l1139w-i5-12500h
"Laptop HP 15s-fq5079TU i5 1235U/8GB/512GB/15.6""HD/Win 11 (No.00820894)",16990000,HP,"Intel, Core i5, 1235U",8,15.6,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.69 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5079tu-i5-1235u
"Laptop Asus Vivobook Pro M3401QA-KM006W R5 5600H/8GB/512GB SSD/14"" 2.8K OLED/Win11 (No.00797331)",16990000,Asus,"AMD, Ryzen 5, 5600H",8,14.0,AMD Radeon Graphics,SDD,512,Windows 11 Home,1.4 g,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-m3401qa-km006w-r5-5600h
"Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 (No.00775354)",16790000,Microsoft,"Intel, Core i5, 1035G1",8,12.4,Intel UHD Graphics,SDD,128,Windows 10 Home,1.1 kg,Trung Quốc,2020,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/microsoft-surface-go-i5-1035g1?dung-luong=128gb
Laptop Acer Aspire 3 A315-57G-573F i5 1035G1/8GB/512GB SSD/Nvidia GeForce MX330 2GB/Win11 (No.00793778),16490000,Acer,"Intel, Core i5, 1035G1",8,15.6,NVIDIA GeForce MX330 2GB; Intel UHD Graphics,SDD,512,Windows 11 Home,1.9 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-57g-573f-i5-1035g1
"Laptop MSI Modern 15 A11MU-1022VN i5 1155G7/8GB/512GB/15.6""FHD/Win 11_Xám (No.00817144)",16090000,MSI,"Intel, Core i5, 1155G7",8,15.6,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.6 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-a11mu-1022vn-i5-1155g7
"Laptop MSI Modern 14 B11MOU-1034VN i5 1155G7/8GB/512GB/14""FHD/Win 11 (No.00793026)",15990000,MSI,"Intel, Core i5, 1155G7",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,1.3 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-b11mou-1034vn-i5-1155g7
"Laptop HP 240 G8 i5 1135G7/8GB/512GB/14.0""HD/Win 10 (No.00790275)",15490000,HP,"Intel, Core i5, 1135G7",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 10 Home,1.47 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-240-g8-i5-1135g7-512gb-win10
"Laptop MSI Modern 14 B5M 202VN/R5 5500U/8GB/512GB/14""FHD/Win 11 (No.00783934)",14990000,MSI,"AMD, Ryzen 5, 5500U",8,14.0,AMD Radeon Graphics,SDD,512,Windows 11 Home Single Language,1.3 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-b5m-202vn-r5-5500u
"Laptop Acer Aspire 3 A315-58-54M5 i5 1135G7/8GB/512GB/15.6""FHD/Win 11 (No.00819389)",14890000,Acer,"Intel, Core i5, 1135G7",8,15.6,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.7 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-58-54m5-i5-1135g7
"Laptop Dell Inspiron N3505 R5 3450U/8GB/256GB/15.6""FHD Touch/AMD Radeon Vega 8/Win 10/NK (No.00775825)",14790000,Dell,"AMD, Ryzen 5, 3450U",8,15.6,AMD Radeon Graphics,SDD,256,Windows 10 Home,1.98 kg,Trung Quốc,2020,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3505-r5-3450u-win-10-nk
"Laptop Asus Vivobook A415EA-EB1749W i3 1125G4/8GB/512GB SSD/14"" FHD/Win11 (No.00792516)",13490000,Asus,"Intel, Core i3, 1125G4",8,14.0,Intel UHD Graphics,SDD,512,Windows 11,1.4 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a415ea-eb1749w-i3-1125g4
Laptop Acer Aspire 3 A315-58-35AG i3 1115G4/4GB/256GB SSD/15.6''FHD/Win11 (No.00797981),11890000,Acer,"Intel, Core i3, 1115G4",4,15.6,Intel UHD Graphics,SDD,256,Windows 11 Home Single Language,1.74 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-58-35ag-i3-1115g4
Laptop Lenovo Ideapad 3 i3 1005G1/4GB/128GB/14FHD/Win 10/NK (No.00782950),8490000,Lenovo,"Intel, Core i3, 1005G1",4,14.0,Intel UHD Graphics,SDD,128,Windows 10 Home,1.5 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-i3-1005g1-nk
Laptop Acer Travel Mate B3 TMB311-31-C2HB Celeron N4020/4GB/128GB SSD/11.6'' HD/Win11 (No.00790471),5490000,Acer,"Intel, Celeron, N4020",4,11.6,Intel UHD Graphics 605,SDD,128,Windows 11 Home Single Language,1.4 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-travel-mate-b3-tmb311-31-c2hb-celeron-n4020
"MacBook Pro 16"" 2021 M1 Max 1TB (No.00777783)",92990000,Apple (MacBook),"Apple, M1 Max, 10-Core",32,16.2,Apple M1 Max GPU 32-core,SDD,1000,Mac OS,2.129 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2021-m1-max
"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i7 1165G7/16GB/512GB/14""WUXGA/Win 11 (No.00825873)",47990000,Lenovo,"Intel, Core i7, 1165G7",16,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.133 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-x1-carbon-gen-9-i7-1165g7-20xw00gdvn
"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i5 1135G7/16GB/512GB/14""WUXGA/Win 11 (No.00825875)",41190000,Lenovo,"Intel, Core i5, 1135G7",16,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11,1.133 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-x1-carbon-gen-9-i5-1135g7-20xw00gavn
Laptop Acer Predator Gaming Helios PH315-54-99S6 i9 11900H/16G/512G/15.6/GeForce RTX3060 6G/Win 11 (No.00818342),40990000,Acer,"Intel, Core i9, 11900H",16,15.6,NVIDIA GeForce RTX 3060 6GB; Intel UHD Graphics,SDD,512,Windows 11 Home Single Language,2.3 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-predator-helios-gaming-ph315-54-99s6-i9-11900h
"Laptop Acer Nitro Gaming AN515-58-79UJ i7 12700H/16GB/512GB/15.6""FHD/GeForce RTX 3060 6GB/Win 11 (No.00828899)",38990000,Acer,"Intel, Core i7, 12700H",16,15.6,NVIDIA GeForce RTX 3060 6GB; Intel Iris Xe Graphics,SDD,512,Windows 11 Home Single Language,2.5 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-58-79uj-i7-12700h
"Laptop Asus TUF Gaming FA507RR-HN835W R7 6800H/16GB/512GB/15.6""FHD/Geforce RTX 3070 8GB/Win 11 (No.00825868)",38490000,Asus,"AMD, Ryzen 7, 6800H",16,15.6,AMD Radeon Graphics Vega 3,SDD,512,Windows 11 Home,2.2 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507rr-hn835w-r7-6800h
"Laptop Asus Vivobook Pro N7600ZE-L2010W i7 12700H/16GB/1TB/16""4K/GeForce RTX 3050 Ti 4GB/Win 11 (No.00833415)",37990000,Asus,"Intel, Core i7, 12700H",16,16.0,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel Iris Xe Graphics,SDD,1000,Windows 11,2.0 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-n7600ze-l2010w-i7-12700h
MacBook Pro M2 2022 13 inch 8CPU 10GPU 16GB 256GB (No.00819893),36990000,Apple (MacBook),"Apple, M2, 8 - Core",16,13.3,Apple M2 GPU 10 nhân,SDD,256,Mac OS,1.4 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch-ram-16gb?dung-luong=256gb
"Laptop Asus TUF Gaming FX507ZM-HN123W i7 12700H/16GB/512GB/15.6""FHD/Geforce RTX 3060 6GB/Win 11 (No.00824240)",36890000,Asus,"Intel, Core i7, 12700H",16,15.6,NVIDIA GeForce RTX 3060 6GB; Intel Iris Xe Graphics,SDD,512,Windows 11 Home,2.20 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507zm-hn123w-i7-12700h
MacBook Air M2 2022 13 inch 8CPU 8GPU 16GB 256GB (No.00824329),34990000,Apple (MacBook),"Apple, M2, 8 - Core",16,13.6,Apple M2 GPU 8 nhân,SDD,256,Mac OS,1.24,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch-ram-16gb?dung-luong=256gb
Laptop Asus Vivobook Pro N7401ZE-M9028W i7 12700H/16GB/512GB/14.5/GeForce RTX 3050 Ti 4GB/Win11 (No.00833431),33990000,Asus,"Intel, Core i7, 12700H",16,14.6,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel Iris Xe Graphics,SDD,512,Windows 11,1.68 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-n7401ze-m9028w-i7-12700h
"Laptop Lenovo ThinkPad P15s G2 T i5 1135G7/16GB/512GB/15.6""FHD/Quadro T500 4GB/Win 11 (No.00826515)",33290000,Lenovo,"Intel, Core i5, 1135G7",16,15.6,NVIDIA Quadro T500 4GB,SDD,512,Windows 11,1.5 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-p15s-g2-t-i5-1135g7
MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 256GB (No.00818154),32490000,Apple (MacBook),"Apple, M2, 8 - Core",8,13.3,Apple M2 GPU 10 nhân,SDD,256,Mac OS,1.4 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-m2-2022-13-inch?dung-luong=256gb
"Laptop Acer Nitro Gaming AN515-45-R86D R7 5800H/8GB/512GB/15.6""FHD/GeForce RTX 3060 6GB/Win 11 (No.00826505)",31490000,Acer,"AMD, Ryzen 7, 5800H",8,15.6,NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics,SDD,512,Windows 11 Home,2.2 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-45-r86d-r7-5800h
"Laptop Lenovo Gaming Legion 5 15IAH7 i5 12500H/16GB/512GB/15.6""FHD/GeForce RTX 3050 Ti 4GB/Win 11 (No.00834221)",31490000,Lenovo,"Intel, Core i5, 12500H",16,15.6,NVIDIA GeForce RTX 3050 Ti 4 GB; Intel Iris Xe Graphics,SDD,512,Windows 11 Home,2.35 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15iah7-i5-12500h
"Laptop Asus Zenbook UX5401ZAS-KN130W i5 12500H/16GB/512GB/14.0""WQXGA+/Túi/Win 11 (No.00828851)",30990000,Asus,"Intel, Core i5, 12500H",16,14.0,Intel Iris Xe Graphics,SDD,512,Windows 11 Home,1.4 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-ux5401zas-kn130w-i5-12500h
Laptop HP ZBook Firefly 14 G8 i5 1135G7/8GB/512GB/14”FHD/Win 10 Pro (No.00791281),30990000,HP,"Core i5, 1135G7",8,14.0,Intel Iris Xe Graphics,SDD,512,Windows 10 Pro,1.35 kg,Trung Quốc,2021,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/hp-zbook-firefly-14-g8-i5-1135g7?dung-luong-ram=8gb
"Laptop Lenovo Gaming Legion 5 15ARH7 R7 6800H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11 (No.00826498)",30590000,Lenovo,"AMD, Ryzen 7, 6800H",8,15.6,NVIDIA GeForce RTX 3050 4GB; AMD Radeon Graphics,SDD,512,Windows 11 Home,2.35 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r7-6800h?card-do-hoa=rtx-3050
Laptop Asus Gaming TUF FA507RM-HN018W R7 6800H/8GB/512GB/15.6FHD/GeForce RTX 3060 6GB/Win 11 (No.00833413),29990000,Asus,"AMD, Ryzen 7, 6800H",8,15.6,NVIDIA GeForce RTX 3060 6GB; AMD Radeon Graphics,SDD,512,Windows 11,2.20 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/asus-gaming-tuf-fa507rm-hn018w-r7-6800h
MacBook Air M2 2022 13 inch 8CPU 8GPU 8GB 256GB (No.00818146),28990000,Apple (MacBook),"Apple, M2, 8 - Core",8,13.6,Apple M2 GPU 8 nhân,SDD,256,Mac OS,1.24,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch?dung-luong=256gb
"Laptop Acer Nitro Gaming AN515-58-769J i7 12700H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win11 (No.00834736)",28990000,Acer,"Intel, Core i7, 12700H",8,15.6,NVIDIA GeForce RTX 3050 4GB,SDD,512,Windows 11 Home Single Language,2.5 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-58-769j-i7-12700h
"Laptop Lenovo IdeaPad 5 Pro 16ARH7 R7 6800HS/16GB/512GB/16""2.5K/GeForce RTX 3050 Ti 4GB/Win11 (No.00833365)",28790000,Lenovo,"AMD, Ryzen 7, 6800HS",16,16.0,NVIDIA GeForce RTX 3050 Ti 4 GB; AMD Radeon Graphics,SDD,512,Windows 11 Home,1.95 kg,Trung Quốc,2022,FPTShop,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-5-pro-16arh7-r7-6800hs?card-do-hoa=rtx-3050-ti
